repo	literal_tree_sitter_matches	api_evidence_matches	grammar_asset_paths	scm_paths	tags_scm_paths	feature_file_count	indexing_feature_files	testing_feature_files	cgc_runs	cgc_complete_runs	cgc_error_or_incomplete_runs
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/opengrep__opengrep	1171	2	0	0	0	37	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/openrewrite__rewrite	0	238	0	0	0	18	0	2	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/oracle__opengrok	0	0	0	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/orzechowskid__tree-sitter-css-in-js	81	2	2	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/padobrik__mcp-context-graph	157	91	0	0	0	8	1	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/palmcivet__kiwi-vscode	184	6	3	0	0	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/parth-maheta__BugRadar	49	1	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/petgraph__petgraph	0	0	0	0	0	6	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pfeiferj__tree-sitter-hurl	115	4	4	2	0	11	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pmazaitis__tree-sitter-context	191	2	5	3	0	16	1	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pmd__pmd	0	91	0	0	0	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/polarmutex__tree-sitter-astro	2	0	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/polarmutex__tree-sitter-beancount	474	143	6	3	1	15	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/prateekky__FastGraphRAG	234	11	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/probelabs__probe	1021	631	0	0	0	37	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pssgowtham__codereviewer	11	2	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/pstuifzand__tree-sitter-printf	43	2	2	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/quickwit-oss__tantivy	0	418	0	0	0	18	0	1	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/r-lib__tree-sitter-r	432	11	6	3	1	14	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rahulvgmail__CodeInteliMCP	136	29	0	0	0	6	1	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ralscha__tree-sitter-mcp	162	5	0	0	0	4	1	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rayen03__CodeBase_RAG	52	4	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rayliwell__tree-sitter-rstml	172	9	11	7	0	19	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rest-nvim__tree-sitter-http	74	0	4	2	0	9	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rewasa__hermes-code-intel-plugin	85	15	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/reybits__ts-forge.nvim	36	0	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/ribru17__tree-sitter-man	96	2	5	2	0	9	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rigbox-dev__codeindex	122	170	0	0	0	9	1	0	1	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/riyonp23__Probe	54	2	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rmuir__tree-sitter-ghactions	201	4	5	2	0	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rmuir__tree-sitter-javadoc	296	15	5	2	0	12	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rockerBOO__boo-colorscheme-nvim	5	0	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/romus204__tree-sitter-manager.nvim	565	0	793	793	1	1189	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rotmh__tree-sitter-dunstrc	154	4	4	1	0	8	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/rust-lang__rust-analyzer	0	56	0	0	0	62	0	1	1	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/s0__tree-sitter-hast	97	7	0	0	0	4	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sairam0424__ag-bash	183	4	0	0	0	22	1	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sairam0424__trelix	295	205	0	0	0	10	1	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sakakibara__tree-sitter-organ	98	38	3	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sakakibara__tree-sitter-organ-inline	70	0	3	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/salesforce__CodeTF	16	16	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/salsa-rs__salsa	0	18	0	0	0	4	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sankalp1999__code_qa	58	5	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sapai5__plagiarism-checker	7	9	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/scip-code__scip	62	6	2	0	0	12	0	0	1	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/scip-code__scip-java	0	3	0	0	0	2	0	1	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/scip-code__scip-rust	0	0	0	0	0	1	0	0	1	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sdsrss__code-graph-mcp	285	379	0	0	0	11	2	1	2	0	2
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/semgrep__ocaml-tree-sitter-languages	179	0	16	0	0	18	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/semgrep__ocaml-tree-sitter-semgrep	590	0	55	0	0	61	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/semgrep__semgrep	1157	7	0	0	0	41	1	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/serenadeai__java-tree-sitter	320	47	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/shotover__tree-sitter-cql	107	8	2	0	0	7	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/shruti25838__CodeMentor-AI	13	7	0	0	0	4	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/shunsambongi__tree-sitter-gitignore	48	2	2	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/simonbs__Runestone	630	42	6	6	1	12	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/simonbs__TreeSitterLanguages	1440	14	67	67	11	70	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/skbgp__codememory-mcp	37	5	0	0	0	2	1	0	1	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/skrider__softgrep	15	3	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/smacker__go-tree-sitter	1088	517	0	0	0	4	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/smpanaro__tree-sitter-flatbuffers	153	4	4	1	0	9	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/snip-ai__snip	167	15	0	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sogaiu__tree-sitter-clojure	193	0	3	1	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sourcebot-dev__sourcebot	1	0	0	0	0	19	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sourcegraph__doctree	28	16	0	0	0	3	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sourcegraph__scip-clang	0	2	0	0	0	1	0	0	1	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sourcegraph__scip-python	6	21	0	0	0	12	0	1	2	0	2
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sourcegraph__scip-ruby	0	0	0	0	0	14	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sourcegraph__scip-typescript	0	0	0	0	0	18	0	1	1	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sourcegraph__tree-sitter-jsonnet	110	2	4	2	0	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/spiritengine__wale	28	24	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/srazzak__tree-sitter-mdx	179	4	7	4	1	14	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/srujanmraj__CodeLens-AI-Intelligent-Code-Review-Documentation-Platform	16	13	0	0	0	3	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sscba__code-intelligence-mcp	67	6	0	0	0	3	1	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/stackmystack__tsdl	130	0	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/stadelmanma__tree-sitter-fortran	158	2	6	3	1	12	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/stormwarning__tree-sitter-nunjucks	168	4	4	1	0	9	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/strmax195-hue__7-24-IDE	28	8	0	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/stsewd__tree-sitter-comment	249	82	3	0	0	8	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sunny-chung__ktreesitter-graphql	157	4	3	0	0	8	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sunny-chung__ktreesitter-json	25	0	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/surrealdb__surrealql-tree-sitter	67	0	4	1	0	6	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/sync7319__Arkhe	151	8	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/syncable-dev__memtrace-public	12	0	0	0	0	7	0	1	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/szebniok__tree-sitter-wgsl	73	2	3	1	0	7	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/taeezx44__ai-td-detector	56	4	0	0	0	6	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tarungulati1988__onboard	0	0	0	0	0	0	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tautologico__tree-sitter-racket	23	0	1	0	0	3	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tera-language__tree-sitter-teralang	181	4	5	2	0	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/the-mikedavis__tree-sitter-git-commit	60	2	3	1	0	6	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/the-mikedavis__tree-sitter-git-config	64	39	4	1	0	7	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/the-mikedavis__tree-sitter-git-rebase	164	5	4	1	0	9	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/theHamsta__tree-sitter-jinja2	47	2	2	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/thmsmlr__tree-sitter-rec	22	0	3	1	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tirth8205__code-review-graph	209	7	0	0	0	5	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tlaplus-community__tree-sitter-tlaplus	230	12	8	5	0	21	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tong__tree-sitter-haxe	187	4	7	4	1	13	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/topiary__topiary	481	365	3	3	0	30	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/traxys__tree-sitter-lalrpop	127	4	6	3	0	11	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter-grammars__template	20	0	1	1	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter-grammars__tree-sitter-diff	196	43	4	1	0	9	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter-grammars__tree-sitter-hcl	290	5	5	0	0	11	0	0	1	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter-grammars__tree-sitter-lua	229	5	7	4	1	12	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter-grammars__tree-sitter-markdown	339	49	9	4	0	15	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter-grammars__tree-sitter-zig	88	4	6	3	0	11	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter-perl__tree-sitter-perl	216	5	4	2	0	14	0	1	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter-perl__tree-sitter-pod	92	4	3	1	0	8	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__csharp-tree-sitter	178	65	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__fuzz-action	20	1	0	0	0	1	0	1	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__go-tree-sitter	272	721	0	0	0	3	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__haskell-tree-sitter	416	22	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__java-tree-sitter	165	126	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__kotlin-tree-sitter	254	223	0	0	0	3	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__node-tree-sitter	239	179	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__parse-action	12	0	0	0	0	3	0	0	1	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__parser-setup-action	15	0	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__parser-test-action	30	0	0	0	0	1	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__parser-update-action	11	0	0	0	0	2	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__py-tree-sitter	192	483	0	0	0	2	0	0	1	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__swift-tree-sitter	415	139	0	0	0	4	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter	1893	2213	57	0	0	87	0	0	3	1	2
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-bash	221	4	4	1	0	9	0	0	2	0	2
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-c	229	29	5	2	1	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-c-sharp	242	5	5	2	1	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-cli	71	43	0	0	0	2	0	0	1	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-cpp	230	8	6	3	1	11	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-css	229	4	4	1	0	9	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-embedded-template	182	4	4	1	0	12	0	0	1	1	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-go	203	4	5	2	1	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-graph	220	35	0	0	0	4	0	0	1	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-haskell	275	4	6	3	0	11	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-html	216	4	5	2	0	10	0	0	2	2	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-java	198	4	5	2	1	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-javascript	220	4	7	4	1	14	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-json	199	4	4	1	0	9	0	0	2	2	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-julia	189	4	6	3	0	11	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-ocaml	419	11	10	3	1	20	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-php	291	7	8	3	1	16	0	0	1	0	1
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-python	222	4	5	2	1	10	0	0	0	0	0
/Users/amuldotexe/Desktop/personal-repos-lane/parseltongue-rust-LLM-companion/git-ref-repo/ignore-this-folder-repos/tree-sitter__tree-sitter-ql	199	4	5	2	1	10	0	0	0	0	0
