filepath,line_count,topic,summary,utility
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/13-bitvectors.md,633,code analysis,Dependent Typestates,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/14-neural.md,494,code analysis,Neural Networks,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/crates/flux-bin/README.md,6,architecture,flux-bin,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/crates/flux-macros/src/diagnostics/LICENSE-MIT.md,23,code analysis,"Permission is hereby granted, free of charge, to any",MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/crates/flux-macros/src/diagnostics/LICENSE.md,1,code analysis,The code under this directory is distributed under the MIT license.,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/flux/lib/README.md,14,architecture,Crates in this directory are meant to be used as dependencies for projects using Flux. They should be,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/tools/vscode/CHANGELOG.md,9,code analysis,Change Log,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/tools/vscode/README.md,88,architecture,Flux Refinement Type Checker,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/tools/vscode/vsc-extension-quickstart.md,29,code analysis,Welcome to your VS Code Extension,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/CHANGELOG.md,204,code analysis,Changelog,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/CI.md,26,code analysis,Continuous Integration (CI),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/CONTRIBUTING.md,149,code analysis,Engineering & Contributing Guidelines,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/PUBLISHING.md,67,code analysis,Publishing,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/README.md,240,architecture,<p align='center'>,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/cli/subcommands/src/engine_debug_webapp/README.md,17,architecture,This folder implements a small webapp designed for viewing how a rust,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/RFCs/0000-template.md,46,code analysis,title: 0000 template,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/RFCs/index.md,3,code analysis,RFCs,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/index.md,8,code analysis,weight: 4,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/announce-v0.1.md,118,graph algorithms,authors:,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/hax-for-everyone.md,70,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/lucas-departure.md,76,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/reworking-names/reworking-names.md,97,design doc,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/rust-gcd-1.md,1152,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/rust-gcd-2.md,162,implementation plan,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-01.md,79,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-02.md,62,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-03.md,60,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-04.md,68,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-05.md,48,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-06.md,48,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-07.md,64,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-08.md,40,debugging,authors:,LOW
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-09.md,86,debugging,authors:,LOW
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-10.md,40,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2025-11.md,42,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/blog/posts/this-month-in-hax/2026-01.md,51,code analysis,authors:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/dev/architecture.md,83,architecture,Architecture,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/dev/ast_ebnf.md,244,code analysis,"We currently take inputs from the following AST. Literals are strings, numbers and",MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/dev/docs.md,35,code analysis,Docs,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/dev/index.md,8,code analysis,weight: 5,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/dev/libraries_macros.md,25,architecture,Libraries,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/engine/index.md,2,code analysis,Engine,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/engine/toolchain_structure/index.md,7,code analysis,Toolchain structure,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/frontend/evaluation.md,158,code analysis,Evaluation of the hax Frontend,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/frontend/index.md,171,design doc,Frontend,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/index.md,18,code analysis,hax is a tool for high assurance translations of a large subset of,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/faq/include-flags.md,144,implementation plan,**Rust Item Extraction Using `cargo hax`**,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/faq/index.md,7,code analysis,weight: 200,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/faq/into.md,1,code analysis,Troubleshooting/FAQ,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/fstar/index.md,0,code analysis,(empty file),OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/fstar/quick_start.md,86,code analysis,weight: 0,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/fstar/tutorial/data-invariants.md,100,code analysis,weight: 2,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/fstar/tutorial/index.md,19,code analysis,weight: 1,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/fstar/tutorial/panic-freedom.md,127,code analysis,weight: 0,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/fstar/tutorial/properties.md,152,code analysis,weight: 1,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/index.md,71,code analysis,weight: -5,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/lean/index.md,0,code analysis,(empty file),OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/lean/internals.md,535,code analysis,weight: 102,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/lean/quick_start.md,87,code analysis,weight: 100,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/lean/tutorial/index.md,8,code analysis,weight: 101,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/lean/tutorial/panic-freedom.md,96,code analysis,weight: 0,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/manual/lean/tutorial/properties.md,27,code analysis,weight: 1,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/docs/publications.md,21,implementation plan,weight: 5,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/engine/DEV.md,63,debugging,Notes about developping on the engine,LOW
archived-docs/pre202602/prep-v256/rustc-tools/hax/engine/names/README.md,52,architecture,`hax-engine-names`,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/engine/utils/generate_from_ast/README.md,18,architecture,`generate_from_ast`,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/engine/utils/ppx_functor_application/README.md,82,architecture,`ppx_functor_application`,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/engine/utils/ppx_generate_features/README.md,10,architecture,`ppx_generate_features`,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/engine/utils/ppx_inline/README.md,77,architecture,`ppx_inline`,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/engine/utils/ppx_phases_index/README.md,5,architecture,`ppx_phases_index`,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/examples/README.md,109,architecture,Examples,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/examples/coq-example/README.md,49,architecture,Stack example,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/examples/limited-order-book/README.md,1,architecture,This crate comes from https://github.com/oggy-dfin/lob,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/hax/examples/proverif-psk/Readme.md,77,architecture,A hax ProVerif example,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/frontend/exporter/README.md,3,architecture,Special core extraction mode,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/hax/frontend/exporter/adt-into/README.md,15,architecture,hax adt into,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib-protocol/README.md,19,architecture,Hax Protocol Library,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/README.md,17,architecture,hax library,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/core-models/README.md,64,architecture,This crate contains a partial model of Rust core that should preserve the same types signatures and behaviour as the ...,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/macros/README.md,8,architecture,hax proc macros,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/macros/types/README.md,3,architecture,hax internal types,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/proof-libs/coq/ssprove/README.md,30,architecture,Dependencies,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/proof-libs/fstar-secret-integers/README.md,35,architecture,Libraries for Hax,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/proof-libs/fstar-secret-integers/core/README.md,29,architecture,Core (and alloc) library,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/proof-libs/fstar/README.md,35,architecture,Libraries for Hax,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/proof-libs/fstar/core/README.md,29,architecture,Core (and alloc) library,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-lib/proof-libs/lean/README.md,7,architecture,Hax Lean library,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/hax-types/README.md,8,architecture,`hax-types`,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/rust-engine/README.md,14,architecture,Hax Rust Engine,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/rustc-coverage-tests/README.md,53,architecture,This crate contains the [rust files](https://github.com/rust-lang/rust/tree/master/tests/coverage) from rustc [covera...,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/test-harness/README.md,67,architecture,Tests the whole toolchain,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/tests/README.md,4,architecture,Tests,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/hax/tests/raw-attributes/README.md,4,architecture,"This example is more interesting with the debug mode enabled, to see all the attributes:",MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/.github/ISSUE_TEMPLATE/bug_report.md,44,implementation plan,name: Bug Report,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/.github/ISSUE_TEMPLATE/dev-improvement.md,13,code analysis,name: Dev Improvement,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/.github/ISSUE_TEMPLATE/feature_request.md,30,code analysis,name: Feature Request,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/.github/PULL_REQUEST_TEMPLATE.md,11,code analysis,> Please ensure your PR description includes the following:,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/.github/SECURITY.md,6,code analysis,"If you think you have discovered a security issue related to Kani, **please write to us**  at kani-verifier-security@...",MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/CHANGELOG.md,783,code analysis,Changelog,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/CODE_OF_CONDUCT.md,14,design doc,Code of Conduct,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/CONTRIBUTING.md,58,code analysis,Contributing Guidelines,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/README.md,69,architecture,![](./kani-logo.png),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/README.md,27,architecture,Kani documentation development,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/SUMMARY.md,59,code analysis,Kani Rust Verifier,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/application.md,13,debugging,Application,LOW
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/benchcomp-cli.md,139,code analysis,`benchcomp` command line,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/benchcomp-conf.md,54,code analysis,`benchcomp` configuration file,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/benchcomp-parse.md,61,code analysis,Custom parsers,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/build-from-source.md,89,code analysis,Installing from source code,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/cargo-kani.md,3,code analysis,Usage on a package,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/cbmc-hacks.md,65,code analysis,Working with CBMC,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/cheat-sheets.md,162,debugging,Command cheat sheets,LOW
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/conventions.md,126,code analysis,Coding conventions,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/crates/index.md,11,code analysis,Crates documentation,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/debugging-slow-proofs.md,107,debugging,Debugging Slow Proofs,LOW
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/dev-documentation.md,23,code analysis,Developer documentation,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/faq.md,59,implementation plan,FAQs,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/getting-started.md,27,code analysis,Getting started,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/install-github-ci.md,74,workflow,GitHub Action,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/install-guide.md,84,code analysis,Installation,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/kani-single-file.md,3,code analysis,Usage on a single file,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/kani-tutorial.md,12,debugging,Tutorial,LOW
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/limitations.md,13,code analysis,Limitations,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/overrides.md,22,debugging,Overrides,LOW
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/performance-comparisons.md,40,code analysis,Performance comparisons with `benchcomp`,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/profiling.md,26,code analysis,Profiling Kani's Performance,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference.md,4,code analysis,Reference,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/arbitrary.md,119,implementation plan,Arbitrary Trait,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/attributes.md,253,code analysis,Attributes,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/bounded_arbitrary.md,81,implementation plan,Bounded Non-deterministic variables,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/experimental/autoharness.md,146,experiment,Automatic Harness Generation,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/experimental/concrete-playback.md,88,experiment,Concrete Playback,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/experimental/contracts.md,66,experiment,Contracts,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/experimental/coverage.md,32,experiment,Coverage,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/experimental/experimental-features.md,4,experiment,Experimental Features,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/experimental/loop-contracts.md,289,experiment,Loop Contracts,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/experimental/quantifiers.md,56,experiment,Quantifiers in Kani,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/experimental/stubbing.md,214,experiment,Stubbing,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/reference/list.md,52,code analysis,List Command,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/regression-testing.md,214,code analysis,Regression testing,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/rust-feature-support.md,202,architecture,Rust feature support,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/rust-feature-support/intrinsics.md,277,code analysis,Intrinsics,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/rust-feature-support/unstable.md,9,code analysis,Unstable features,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/rustc-hacks.md,250,code analysis,Working with `rustc`,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/stable-mir.md,94,code analysis,Transition to StableMIR,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/testing.md,18,code analysis,Testing,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/tool-comparison.md,34,code analysis,Comparison with other tools,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/tutorial-first-steps.md,174,code analysis,First steps,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/tutorial-kinds-of-failure.md,224,code analysis,Failures that Kani can spot,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/tutorial-loop-unwinding.md,148,debugging,"Loops, unwinding, and bounds",LOW
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/tutorial-nondeterministic-variables.md,131,implementation plan,Nondeterministic variables,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/tutorial-real-code.md,93,code analysis,Where to start on real code,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/undefined-behaviour.md,42,code analysis,Undefined Behaviour,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/usage.md,132,implementation plan,Using Kani,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/docs/src/verification-results.md,177,verification,Verification results,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/kani/kani-compiler/README.md,8,architecture,This is a temporary wrapper that can be used to compiler rust into gotoc. This,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/papers/vstte2024/README.md,0,architecture,(empty file),OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/SUMMARY.md,21,code analysis,Kani Rust Verifier - RFCs,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/intro.md,72,code analysis,Introduction,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0001-mir-linker.md,255,code analysis,- **Feature Name:** MIR Linker (`mir_linker`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0002-function-stubbing.md,503,design doc,- **Feature Name:** Function and method stubbing (`function-stubbing`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0003-cover-statement.md,155,implementation plan,- **Feature Name:** Cover statement (`cover-statement`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0004-loop-contract-synthesis.md,225,thesis,- **Feature Name:** Loop-contract synthesis (`loop-contract-synthesis`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0005-should-panic-attr.md,270,code analysis,- **Feature Name:** The `kani::should_panic` attribute (`should-panic-attr`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0006-unstable-api.md,118,code analysis,- **Feature Name:** Unstable APIs (`unstable-api`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0007-global-conditions.md,111,code analysis,- **Feature Name:** Global Conditions (`global-conditions`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0008-line-coverage.md,171,code analysis,- **Feature Name:** Line coverage (`line-coverage`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0009-function-contracts.md,939,code analysis,- **Feature Name:** Function Contracts,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0010-quantifiers.md,231,code analysis,- **Feature Name:** Quantifiers,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0011-source-coverage.md,647,implementation plan,- **Feature Name:** Source-based code coverage (`source-coverage`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0012-loop-contracts.md,353,code analysis,- **Feature Name:** Loop Contracts,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0013-list.md,198,code analysis,- **Feature Name:** List Subcommand,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/rfcs/0014-harness-partition.md,212,code analysis,- **Feature Name:** Partitioned Proofs (`partition-proof`),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/rfc/src/template.md,86,architecture,- **Feature Name:** *Fill me with pretty name and a unique ident [^unstable_feature]. Example: New Feature (`new_feat...,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/tests/README.md,5,architecture,Kani Test Suites,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/tests/cargo-kani/build-rs-plus-host-with-kani-proofs/README.md,2,architecture,This repo contains contains a minimal example that used to break compilation,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/kani/tests/cargo-kani/firecracker-block-example/README.md,38,architecture,This example accompanies Kani's post on Firecracker. This describes a proof,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/kani/tests/cargo-kani/rectangle-example/README.md,48,architecture,"Using an implementation of a `Rectangle` we use unit tests, property-based testing and Kani",MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/tests/cargo-kani/vecdeque-cve/README.md,123,architecture,This example accompanies Kani's post on CVE-2018-1000657 of the Rust Standard Library.,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/tests/perf/overlays/README.md,11,architecture,Copyright Kani Contributors,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/tests/ui/concrete-playback/README.md,1,architecture,These tests check that the correct concrete values are read and formatted into a concrete playback unit test case.,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/kani/tools/benchcomp/README.md,11,architecture,Benchcomp,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/tools/benchcomp/benchcomp/entry/README.md,3,architecture,"Each file X.py in this directory contains a `main` method, which",OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/kani/tools/benchcomp/benchcomp/parsers/README.md,11,architecture,Each file in this directory implements a 'parser' that is intended to,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/tools/benchcomp/configs/README.md,4,architecture,Example Benchcomp Configurations,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/kani/tools/benchcomp/test/README.md,3,architecture,Benchcomp unit & regression tests,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/kani/tools/compile-timer/README.md,18,architecture,Compile-Timer,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/lockbud/README.md,264,architecture,lockbud,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/.github/ISSUE_TEMPLATE/blank_issue.md,5,code analysis,name: Blank Issue,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/CHANGELOG.md,222,code analysis,[Unreleased]: https://github.com/rust-marker/marker/compare/v0.5.0...HEAD,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/CODE_OF_CONDUCT.md,3,code analysis,The Rust Code of Conduct,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/marker/CONTRIBUTING.md,267,code analysis,Contributing to Marker,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/COPYRIGHT.md,642,code analysis,Marker,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/README.md,192,architecture,<h1 align='center'>Marker</h1>,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/cargo-marker/README.md,45,architecture,Cargo Marker,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/README.md,11,architecture,Documentation,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/README.md,7,architecture,The Marker Book,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/SUMMARY.md,11,code analysis,Summary,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/lint-dev.md,5,code analysis,Lint Development,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/marker-dev.md,9,architecture,Marker Development,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/usage.md,3,code analysis,Usage,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/usage/ci.md,154,code analysis,"Marker's primary objective is to offer an excellent linting interface, including the seamless integration with CI ser...",MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/usage/installation.md,100,code analysis,Installation,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/usage/lint-crate-declaration.md,42,implementation plan,Lint Crate Declaration,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/usage/lint-crate-security.md,15,code analysis,Lint Crate Security,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/marker/docs/book/src/usage/setting-lint-levels.md,54,code analysis,Setting Lint Levels,MEDIUM
